"","atopid","member","yrent","moent","ineffect","estmode","pubsecr","secrart","length","defense","offense","neutral","nonagg","consul","active","notaiden","terrres","specthrt","milaid","base","armred","ecaid","StateAbb","StateName"
"1423",1160,325,1855,3,0,1,0,0,0,1,0,0,0,1,1,0,0,4,0,3,0,0,"ITA","Italy"
"1424",1165,325,1855,1,0,1,0,0,0,0,1,0,0,1,1,0,0,4,0,0,0,0,"ITA","Italy"
"1425",1210,325,1859,1,0,1,2,8,0,1,1,0,0,0,1,0,1,3,2,0,0,0,"ITA","Italy"
"1426",1265,325,1866,4,0,1,2,8,3,0,1,0,0,0,1,0,0,1,0,0,0,0,"ITA","Italy"
"1427",1350,325,1882,5,0,1,2,8,60,1,0,1,0,1,1,0,0,1,0,0,0,0,"ITA","Italy"
"1428",1350,325,1887,2,0,1,2,8,60,1,0,1,0,1,1,0,0,1,0,0,0,0,"ITA","Italy"
"1429",1350,325,1891,5,0,1,2,8,72,1,0,1,0,1,1,0,0,1,0,0,0,3,"ITA","Italy"
"1430",1350,325,1913,8,0,1,2,8,72,1,0,1,0,1,1,0,1,1,0,0,0,3,"ITA","Italy"
"1431",1355,325,1888,5,0,1,2,8,60,0,0,0,0,1,1,0,0,0,0,0,0,0,"ITA","Italy"
"1432",1360,325,1887,2,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,"ITA","Italy"
"1433",1365,325,1887,5,0,0,2,8,48,0,0,0,1,1,0,0,0,3,0,0,0,0,"ITA","Italy"
"1434",1375,325,1887,12,0,0,2,8,0,0,1,0,0,1,1,0,0,2,0,0,0,0,"ITA","Italy"
"1435",1410,325,1901,2,0,0,2,8,0,0,0,0,0,1,0,0,0,2,0,0,0,0,"ITA","Italy"
"1436",1420,325,1902,6,0,0,2,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"ITA","Italy"
"1437",1460,325,1909,10,0,0,2,8,0,0,0,0,0,1,0,0,0,2,0,0,0,0,"ITA","Italy"
"1438",2015,325,1915,11,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,"ITA","Italy"
"1439",2025,325,1915,4,0,0,2,8,0,1,1,0,0,1,1,0,0,4,2,0,0,0,"ITA","Italy"
"1440",2040,325,1916,8,0,0,2,8,0,1,1,0,0,0,1,0,1,4,3,3,0,0,"ITA","Italy"
"1441",2115,325,1924,1,0,1,0,0,60,0,0,1,0,1,0,0,0,0,0,0,0,0,"ITA","Italy"
"1442",2125,325,1924,7,0,1,0,0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,"ITA","Italy"
"1443",2130,325,1925,10,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,"ITA","Italy"
"1444",2165,325,1926,8,0,1,0,0,120,0,0,1,0,0,0,0,0,0,0,0,0,0,"ITA","Italy"
"1445",2175,325,1926,9,0,1,0,0,60,0,0,0,0,1,0,0,0,0,0,0,0,0,"ITA","Italy"
"1446",2205,325,1927,11,0,1,0,0,240,1,0,0,0,0,1,0,0,0,0,0,0,0,"ITA","Italy"
"1447",2220,325,1928,5,0,1,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,"ITA","Italy"
"1448",2225,325,1928,8,0,1,0,0,240,0,0,0,1,0,0,0,0,0,0,0,0,0,"ITA","Italy"
"1449",2230,325,1928,9,0,1,0,0,60,0,0,1,0,1,0,0,0,0,0,0,0,0,"ITA","Italy"
"1450",2305,325,1933,9,0,1,0,0,60,0,0,1,1,0,0,2,0,0,0,0,0,0,"ITA","Italy"
"1451",2335,325,1934,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ITA","Italy"
"1452",2335,325,1936,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ITA","Italy"
"1453",2350,325,1935,1,0,0,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"ITA","Italy"
"1454",2355,325,1935,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"ITA","Italy"
"1455",2395,325,1937,11,0,0,1,4,60,0,0,1,0,1,0,0,0,1,0,0,0,0,"ITA","Italy"
"1456",2405,325,1937,3,0,1,0,0,60,0,0,1,1,1,0,1,0,0,0,0,0,0,"ITA","Italy"
"1457",2445,325,1939,5,0,0,0,0,120,1,1,0,0,1,1,0,0,0,0,0,0,0,"ITA","Italy"
"1458",2515,325,1940,9,0,0,1,1,120,1,0,0,0,0,1,0,0,0,0,0,0,0,"ITA","Italy"
"1459",2540,325,1941,12,0,0,0,0,105,1,1,0,0,1,1,0,0,4,0,0,0,0,"ITA","Italy"
"1460",3130,325,1954,10,0,1,0,0,600,1,0,0,0,1,1,0,0,0,0,3,1,0,"ITA","Italy"
"1461",3180,325,1949,4,0,1,0,0,240,1,0,0,1,1,1,0,0,0,0,0,0,0,"ITA","Italy"
"1462",3180,325,1951,6,1,1,0,0,240,1,0,0,1,1,1,0,0,0,0,3,0,0,"ITA","Italy"
"1463",3740,325,1975,8,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,"ITA","Italy"
"1464",3740,325,1990,11,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,"ITA","Italy"
"1465",3865,325,1980,9,0,1,0,0,48,1,0,0,1,1,1,0,0,0,0,0,0,1,"ITA","Italy"
"1466",4015,325,1990,11,0,1,0,0,240,0,0,1,1,1,0,0,0,0,0,0,0,0,"ITA","Italy"
"1467",4045,325,1991,7,1,1,0,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,"ITA","Italy"
"1468",4095,325,1991,10,1,1,0,0,240,0,0,0,0,1,0,0,0,0,0,0,0,0,"ITA","Italy"
"1469",4135,325,1992,1,1,1,0,0,180,0,0,0,0,1,0,0,0,0,0,0,0,0,"ITA","Italy"
"1470",4175,325,1992,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"ITA","Italy"
"1471",4175,325,2007,11,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,"ITA","Italy"
"1472",4480,325,1993,6,1,1,0,0,180,0,0,0,1,1,0,0,0,0,0,0,0,0,"ITA","Italy"
"1473",4635,325,1994,10,1,1,0,0,240,0,0,0,1,1,0,0,0,0,0,0,0,3,"ITA","Italy"
"1474",4740,325,1995,10,1,1,0,0,240,0,0,0,1,1,0,0,0,0,0,0,0,0,"ITA","Italy"
"1475",4775,325,1996,1,1,1,0,0,180,0,0,0,1,1,0,0,0,0,0,0,0,0,"ITA","Italy"
"1476",4895,325,1997,9,1,1,0,0,120,0,0,0,1,0,0,0,0,0,0,0,0,0,"ITA","Italy"
"1477",5032,325,2003,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,"ITA","Italy"
"1478",6030,325,2008,8,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"ITA","Italy"
"1479",6030,325,2011,12,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,"ITA","Italy"
"1480",3150,51,1969,6,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,"JAM","Jamaica"
"1481",3015,663,1945,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"JOR","Jordan"
"1482",3040,663,1946,3,0,1,0,0,300,1,0,0,0,1,1,0,1,0,4,3,0,3,"JOR","Jordan"
"1483",3065,663,1947,4,0,1,0,0,120,0,0,0,0,1,0,3,0,0,0,0,0,0,"JOR","Jordan"
"1484",3125,663,1948,3,0,1,0,0,240,1,0,0,0,1,1,0,1,0,4,3,0,3,"JOR","Jordan"
"1485",3205,663,1952,2,1,1,0,0,120,1,0,0,1,1,1,0,0,0,3,0,0,0,"JOR","Jordan"
"1486",3300,663,1956,10,0,1,0,0,60,1,0,0,0,1,1,0,0,0,3,2,0,0,"JOR","Jordan"
"1487",3340,663,1958,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,3,"JOR","Jordan"
"1488",3465,663,1962,8,0,NA,0,0,NA,1,1,0,0,1,1,0,0,NA,0,0,0,3,"JOR","Jordan"
"1489",3570,663,1967,5,0,1,0,0,60,1,0,0,0,1,1,0,0,0,0,0,0,0,"JOR","Jordan"
"1490",4640,663,1994,10,1,1,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,"JOR","Jordan"
"1491",1390,740,1894,8,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0,3,0,0,"JPN","Japan"
"1492",1390,740,1894,8,0,0,0,0,0,1,1,0,0,0,1,0,0,3,0,3,0,0,"JPN","Japan"
"1493",1415,740,1902,1,0,0,0,0,60,1,1,1,0,1,1,0,0,2,0,0,0,0,"JPN","Japan"
"1494",1415,740,1902,1,0,0,0,0,60,1,1,1,0,1,1,0,0,2,0,0,0,0,"JPN","Japan"
"1495",1415,740,1905,8,0,0,0,0,120,1,0,0,0,1,1,0,0,2,0,0,0,0,"JPN","Japan"
"1496",1415,740,1905,8,0,0,0,0,120,1,0,0,0,1,1,0,0,2,0,0,0,0,"JPN","Japan"
"1497",1455,740,1908,11,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,"JPN","Japan"
"1498",1455,740,1908,11,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,"JPN","Japan"
"1499",1465,740,1910,7,0,0,2,8,0,0,0,0,0,1,0,0,0,2,0,0,0,0,"JPN","Japan"
"1500",1465,740,1910,7,0,0,2,8,0,0,0,0,0,1,0,0,0,2,0,0,0,0,"JPN","Japan"
"1501",2015,740,1915,10,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,"JPN","Japan"
"1502",2015,740,1915,10,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,"JPN","Japan"
"1503",2035,740,1916,7,0,0,2,8,60,1,0,0,0,1,1,0,0,2,0,0,0,0,"JPN","Japan"
"1504",2035,740,1916,7,0,0,2,8,60,1,0,0,0,1,1,0,0,2,0,0,0,0,"JPN","Japan"
"1505",2045,740,1918,5,0,0,2,8,0,1,1,0,0,0,1,0,0,4,3,0,0,0,"JPN","Japan"
"1506",2045,740,1918,5,0,0,2,8,0,1,1,0,0,0,1,0,0,4,3,0,0,0,"JPN","Japan"
"1507",2095,740,1921,12,0,1,0,0,120,0,0,0,0,1,0,0,0,2,0,0,0,0,"JPN","Japan"
"1508",2095,740,1921,12,0,1,0,0,120,0,0,0,0,1,0,0,0,2,0,0,0,0,"JPN","Japan"
"1509",2395,740,1936,11,0,0,1,4,60,0,0,1,0,1,0,0,0,1,0,0,0,0,"JPN","Japan"
"1510",2395,740,1936,11,0,0,1,4,60,0,0,1,0,1,0,0,0,1,0,0,0,0,"JPN","Japan"
"1511",2510,740,1940,6,0,1,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,"JPN","Japan"
"1512",2510,740,1940,6,0,1,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,"JPN","Japan"
"1513",2515,740,1940,9,0,0,1,1,120,1,0,0,0,0,1,0,0,0,0,0,0,0,"JPN","Japan"
"1514",2515,740,1940,9,0,0,1,1,120,1,0,0,0,0,1,0,0,0,0,0,0,0,"JPN","Japan"
"1515",2525,740,1941,4,0,1,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,"JPN","Japan"
"1516",2525,740,1941,4,0,1,0,0,60,0,0,1,0,0,0,0,0,0,0,0,0,0,"JPN","Japan"
"1517",2540,740,1941,12,0,0,0,0,105,1,1,0,0,1,1,0,0,4,0,0,0,0,"JPN","Japan"
"1518",2540,740,1941,12,0,0,0,0,105,1,1,0,0,1,1,0,0,4,0,0,0,0,"JPN","Japan"
"1519",2545,740,1941,12,0,1,0,0,120,1,1,0,0,0,1,0,0,0,0,0,0,0,"JPN","Japan"
"1520",2545,740,1941,12,0,1,0,0,120,1,1,0,0,0,1,0,0,0,0,0,0,0,"JPN","Japan"
"1521",3220,740,1951,9,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0,"JPN","Japan"
"1522",3220,740,1951,9,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,3,0,0,"JPN","Japan"
"1523",3375,740,1960,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,3,0,0,"JPN","Japan"
"1524",3375,740,1960,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,3,0,0,"JPN","Japan"
"1525",3755,740,2003,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"JPN","Japan"
"1526",3755,740,2003,12,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"JPN","Japan"
"1527",3815,740,1978,8,1,1,0,0,120,0,0,0,1,0,0,0,0,0,0,0,0,0,"JPN","Japan"
"1528",3815,740,1978,8,1,1,0,0,120,0,0,0,1,0,0,0,0,0,0,0,0,0,"JPN","Japan"
"1529",3485,501,1963,11,1,1,0,0,0,1,0,0,0,0,1,NA,NA,1,NA,NA,NA,NA,"KEN","Kenya"
"1530",4953,501,2001,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"KEN","Kenya"
"1531",4953,501,2002,7,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,"KEN","Kenya"
"1532",5090,501,2006,12,1,1,0,0,0,1,0,0,1,0,1,4,0,0,0,0,0,1,"KEN","Kenya"
"1533",6080,501,2014,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"KEN","Kenya"
"1534",3852,946,1979,9,1,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,"KIR","Kiribati"
"1535",1390,730,1894,8,0,0,0,0,0,1,1,0,0,0,1,0,1,3,0,3,0,0,"KOR","Korea"
"1536",3015,690,1961,7,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"KUW","Kuwait"
"1537",3205,690,1961,8,1,1,0,0,120,1,0,0,1,1,1,0,0,0,3,0,0,0,"KUW","Kuwait"
"1538",4965,690,2000,12,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,"KUW","Kuwait"
"1539",3740,703,1994,6,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,"KYR","Kyrgyzstan"
"1540",4022,703,1991,2,0,1,0,0,120,0,0,0,1,0,0,1,0,0,0,0,0,3,"KYR","Kyrgyzstan"
"1541",4131,703,1991,12,0,1,0,0,120,0,0,0,1,0,0,1,0,0,0,0,0,3,"KYR","Kyrgyzstan"
"1542",4220,703,1992,5,0,1,0,0,60,1,0,0,1,1,1,0,0,0,0,0,0,0,"KYR","Kyrgyzstan"
"1543",4220,703,2002,10,1,1,0,0,60,1,0,0,1,1,1,0,0,0,0,0,0,0,"KYR","Kyrgyzstan"
"1544",4255,703,1992,6,1,1,0,0,120,1,0,1,1,1,1,4,0,0,0,2,2,0,"KYR","Kyrgyzstan"
"1545",4335,703,1992,9,0,1,0,0,120,1,0,0,0,0,1,NA,1,NA,3,3,NA,3,"KYR","Kyrgyzstan"
"1546",4360,703,1992,11,1,1,0,0,120,0,0,0,1,0,0,1,0,0,0,0,0,0,"KYR","Kyrgyzstan"
"1547",4400,703,1993,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,"KYR","Kyrgyzstan"
"1548",4481,703,1993,6,0,1,0,0,120,1,0,0,1,1,1,4,0,0,3,0,0,0,"KYR","Kyrgyzstan"
"1549",4595,703,1994,6,1,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,"KYR","Kyrgyzstan"
"1550",4645,703,1994,11,1,1,0,0,120,0,0,0,1,1,0,0,0,0,0,0,0,0,"KYR","Kyrgyzstan"
"1551",4810,703,1996,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"KYR","Kyrgyzstan"
"1552",4810,703,2001,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"KYR","Kyrgyzstan"
"1553",4837,703,1996,7,1,1,0,0,120,0,0,0,1,0,0,1,0,0,0,0,0,3,"KYR","Kyrgyzstan"
"1554",4857,703,1996,12,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"KYR","Kyrgyzstan"
"1555",4859,703,1997,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"KYR","Kyrgyzstan"
"1556",4867,703,1997,4,1,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,"KYR","Kyrgyzstan"
"1557",4999,703,2002,4,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"KYR","Kyrgyzstan"
"1558",5015,703,2002,6,1,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,"KYR","Kyrgyzstan"
"1559",5040,703,2003,12,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"KYR","Kyrgyzstan"
"1560",5085,703,2006,11,1,1,0,0,120,0,0,0,1,0,0,1,0,0,3,0,0,0,"KYR","Kyrgyzstan"
"1561",6020,703,2007,8,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"KYR","Kyrgyzstan"
"1562",3740,705,1992,9,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,"KZK","Kazakhstan"
"1563",4022,705,1991,2,0,1,0,0,120,0,0,0,1,0,0,1,0,0,0,0,0,3,"KZK","Kazakhstan"
"1564",4023,705,1991,2,0,1,0,0,120,0,0,0,1,0,0,1,0,0,0,0,0,3,"KZK","Kazakhstan"
"1565",4220,705,1992,5,0,1,0,0,60,1,0,0,1,1,1,0,0,0,0,0,0,0,"KZK","Kazakhstan"
"1566",4220,705,2002,10,1,1,0,0,60,1,0,0,1,1,1,0,0,0,0,0,0,0,"KZK","Kazakhstan"
"1567",4235,705,1992,5,1,1,0,0,120,1,0,0,1,1,1,1,1,0,1,0,1,3,"KZK","Kazakhstan"
"1568",4276,705,1992,6,0,1,0,0,120,1,0,0,0,1,1,4,0,0,3,0,0,3,"KZK","Kazakhstan"
"1569",4330,705,1992,9,1,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,"KZK","Kazakhstan"
"1570",4355,705,1992,11,1,1,0,0,120,0,0,0,1,0,0,1,0,0,0,0,0,3,"KZK","Kazakhstan"
"1571",4400,705,1993,1,1,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,"KZK","Kazakhstan"
"1572",4463,705,1993,5,1,1,0,0,120,0,0,1,0,1,0,4,0,0,0,0,0,0,"KZK","Kazakhstan"
"1573",4476,705,1993,6,1,1,0,0,120,0,0,1,1,0,0,1,0,0,0,0,0,3,"KZK","Kazakhstan"
"1574",4481,705,1993,6,0,1,0,0,120,1,0,0,1,1,1,4,0,0,3,0,0,0,"KZK","Kazakhstan"
"1575",4495,705,1993,7,1,1,0,0,120,0,0,0,1,0,0,0,0,0,0,0,0,0,"KZK","Kazakhstan"
"1576",4520,705,1993,10,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,"KZK","Kazakhstan"
"1577",4521,705,1993,10,1,1,0,0,120,0,0,0,1,0,0,0,0,0,0,0,0,3,"KZK","Kazakhstan"
"1578",4532,705,1993,11,1,1,0,0,120,0,0,0,1,0,0,4,0,0,0,0,0,0,"KZK","Kazakhstan"
"1579",4539,705,1994,1,1,1,0,0,120,0,0,0,1,1,0,1,0,0,0,0,0,3,"KZK","Kazakhstan"
"1580",4655,705,1994,12,1,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,"KZK","Kazakhstan"
"1581",4765,705,1996,1,1,1,0,0,120,0,0,0,1,0,0,1,0,0,0,0,0,0,"KZK","Kazakhstan"
"1582",4810,705,1996,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,"KZK","Kazakhstan"
"1583",4810,705,2001,6,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,"KZK","Kazakhstan"
"1584",4846,705,1996,9,0,1,0,0,60,0,0,1,0,0,0,4,0,0,0,0,0,0,"KZK","Kazakhstan"
"1585",4859,705,1997,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,"KZK","Kazakhstan"
"1586",4867,705,1997,4,1,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0,0,"KZK","Kazakhstan"
"1587",4910,705,1998,10,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,3,"KZK","Kazakhstan"
"1588",4925,705,1999,9,1,1,0,0,120,0,0,0,1,0,0,1,0,0,0,0,0,0,"KZK","Kazakhstan"
"1589",5030,705,2002,12,1,1,0,0,240,0,0,0,1,1,0,1,0,0,0,0,1,0,"KZK","Kazakhstan"
"1590",5040,705,2003,12,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,"KZK","Kazakhstan"
"1591",5065,705,2005,5,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,3,"KZK","Kazakhstan"
"1592",6020,705,2007,8,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,"KZK","Kazakhstan"
"1593",6053,705,2013,6,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,"KZK","Kazakhstan"
"1594",6070,705,2013,11,1,1,0,0,60,0,0,1,1,0,0,1,0,0,0,0,0,0,"KZK","Kazakhstan"
"1595",3245,812,1953,10,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0,"LAO","Laos"
"1596",3755,812,1992,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"LAO","Laos"
"1597",4755,812,1995,12,1,1,0,0,60,0,0,0,1,0,0,0,0,0,0,0,0,0,"LAO","Laos"
"1598",6055,812,2013,7,1,1,0,0,120,0,0,0,1,0,0,1,0,0,0,0,0,3,"LAO","Laos"
"1599",2110,367,1923,11,0,1,0,0,120,1,0,0,0,1,1,0,0,0,0,0,0,0,"LAT","Latvia"
"1600",2110,367,1923,11,0,1,0,0,120,1,0,0,0,1,1,0,0,0,0,0,0,0,"LAT","Latvia"
"1601",2110,367,1934,2,0,1,0,0,120,1,0,0,0,1,1,0,0,0,0,0,0,0,"LAT","Latvia"
"1602",2110,367,1934,2,0,1,0,0,120,1,0,0,0,1,1,0,0,0,0,0,0,0,"LAT","Latvia"
"1603",2240,367,1929,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"LAT","Latvia"
"1604",2240,367,1929,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"LAT","Latvia"
"1605",2285,367,1932,2,0,1,0,0,36,0,0,0,1,0,0,2,0,0,0,0,0,0,"LAT","Latvia"
"1606",2285,367,1932,2,0,1,0,0,36,0,0,0,1,0,0,2,0,0,0,0,0,0,"LAT","Latvia"
"1607",2345,367,1934,9,0,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,"LAT","Latvia"
"1608",2345,367,1934,9,0,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,"LAT","Latvia"
"1609",2460,367,1939,6,0,1,0,0,120,0,0,1,1,0,0,0,0,0,0,0,0,0,"LAT","Latvia"
"1610",2460,367,1939,6,0,1,0,0,120,0,0,1,1,0,0,0,0,0,0,0,0,0,"LAT","Latvia"
"1611",2480,367,1939,10,0,1,0,0,120,1,0,0,0,0,1,0,1,0,2,3,0,0,"LAT","Latvia"
"1612",2480,367,1939,10,0,1,0,0,120,1,0,0,0,0,1,0,1,0,2,3,0,0,"LAT","Latvia"
"1613",3180,367,2003,3,1,1,0,0,240,1,0,0,1,1,1,0,0,0,0,3,0,0,"LAT","Latvia"
"1614",3180,367,2003,3,1,1,0,0,240,1,0,0,1,1,1,0,0,0,0,3,0,0,"LAT","Latvia"
"1615",3740,367,1991,12,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,"LAT","Latvia"
"1616",3740,367,1991,12,1,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,"LAT","Latvia"
"1617",4061,367,1991,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"LAT","Latvia"
"1618",4061,367,1991,9,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"LAT","Latvia"
"1619",4175,367,2007,11,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,"LAT","Latvia"
"1620",4175,367,2007,11,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,2,0,"LAT","Latvia"
"1621",4280,367,1992,7,1,1,0,0,180,0,0,1,1,1,0,2,0,0,0,0,0,0,"LAT","Latvia"
"1622",4280,367,1992,7,1,1,0,0,180,0,0,1,1,1,0,2,0,0,0,0,0,0,"LAT","Latvia"
"1623",4310,367,1992,8,1,1,0,0,120,0,0,1,1,0,0,1,0,0,0,0,0,0,"LAT","Latvia"
"1624",4310,367,1992,8,1,1,0,0,120,0,0,1,1,0,0,1,0,0,0,0,0,0,"LAT","Latvia"
"1625",4440,367,1993,3,1,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,"LAT","Latvia"
"1626",4440,367,1993,3,1,1,0,0,120,0,0,0,0,1,0,0,0,0,0,0,0,0,"LAT","Latvia"
"1627",4715,367,1995,5,1,1,0,0,120,0,0,1,1,1,0,0,0,0,0,0,0,0,"LAT","Latvia"
"1628",4715,367,1995,5,1,1,0,0,120,0,0,1,1,1,0,0,0,0,0,0,0,0,"LAT","Latvia"
"1629",4720,367,1995,6,1,1,0,0,120,0,0,1,1,1,0,1,0,0,0,0,0,3,"LAT","Latvia"
"1630",4720,367,1995,6,1,1,0,0,120,0,0,1,1,1,0,1,0,0,0,0,0,3,"LAT","Latvia"
"1631",2550,450,1944,2,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0,0,0,0,"LBR","Liberia"
"1632",3367,450,1959,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"LBR","Liberia"
"1633",3370,450,1959,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,"LBR","Liberia"
"1634",3810,450,1978,4,1,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,"LBR","Liberia"
"1635",3843,450,1979,1,0,1,0,0,NA,1,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,"LBR","Liberia"
"1636",3895,450,1981,5,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,"LBR","Liberia"
"1637",3982,450,1986,11,0,1,0,0,NA,0,0,0,1,0,0,1,0,0,0,0,NA,0,"LBR","Liberia"
"1638",4497,450,1993,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"LBR","Liberia"
"1639",4953,450,2000,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"LBR","Liberia"
"1640",4953,450,2002,7,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,"LBR","Liberia"
"1641",5055,450,2008,6,1,1,0,0,0,1,0,0,1,0,1,4,0,0,1,0,0,0,"LBR","Liberia"
"1642",3015,660,1945,3,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"LEB","Lebanon"
"1643",3205,660,1950,6,1,1,0,0,120,1,0,0,1,1,1,0,0,0,3,0,0,0,"LEB","Lebanon"
"1644",3950,660,1983,5,0,1,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,"LEB","Lebanon"
"1645",4030,660,1991,5,1,1,0,0,0,1,0,0,0,1,1,4,0,0,0,3,0,0,"LEB","Lebanon"
"1646",4953,570,2000,7,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"LES","Lesotho"
"1647",4953,570,2002,7,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,"LES","Lesotho"
